QC,Study ID,Reference,Collector,coral,plant,algae,fish,inverts,mobile inverts,sessile inverts,marine mammals,phytoplankton,zooplankton,mesh size,mesh size units,Descriptor of Taxa Sampled,Sys,Lat,Long,Loc,Event?,Event type,A priori?,Year of Event,Notes,Vis,Trwl,Line,Drdg,Trp,Source,Site,n1,n2,sub1,sub2,I1,I2,ind1_error,ind1_error_type,ind2_error,ind2_error_type,P1,P2,SiSz,SiSz (units),PltSz,PltSz (units),T1,T1m,T2,T2m,SppR1,SppR1 Error,SppR1 Error Type,SppR2,SppR2 Error,SppR2 Error Type,Shan1,Shan1 Error,Shan1 Error Type,Shan2,Shan2 Error,Shan2 Error Type,Simps1,Simps1 Error,Simps1 Error Type,Simps2,Simps2 Error,Simps2 Error Type,Even1,Even1 Error,Even1 Error Type,Even2,Even2 Error,Even2 Error Type
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2004,May,2004,Aug,4.053001243,,,12.29757296,,,0.08492569,,,0.530785563,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2004,Aug,2004,Nov,12.29757296,,,5.678364764,,,0.530785563,,,0.053078556,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2004,Nov,2005,Feb,5.678364764,,,7.551725573,,,0.053078556,,,0.392781316,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2005,Feb,2005,May,7.551725573,,,7.731925042,,,0.392781316,,,0.360934183,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2005,May,2005,Aug,7.731925042,,,20.43628492,,,0.360934183,,,1.422505308,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2005,Aug,2005,Nov,20.43628492,,,17.42879742,,,1.422505308,,,1.571125265,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2005,Nov,2006,Feb,17.42879742,,,9.750396974,,,1.571125265,,,0.50955414,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2006,Feb,2006,May,9.750396974,,,13.32227158,,,0.50955414,,,0.488322718,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2006,May,2006,Aug,13.32227158,,,26.45125991,,,0.488322718,,,2.664543524,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,S2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2006,Aug,2006,Nov,26.45125991,,,15.16292292,,,2.664543524,,,1.093418259,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2003,Feb,2003,May,4.873255632,,,4.887890033,,,1.374686624,,,1.404362098,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2003,May,2003,Aug,4.887890033,,,11.82642555,,,1.404362098,,,1.681829514,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2003,Aug,2003,Nov,11.82642555,,,8.101186432,,,1.681829514,,,1.225882185,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2003,Nov,2004,Feb,8.101186432,,,5.870485549,,,1.225882185,,,1.26581884,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2004,Feb,2004,May,5.870485549,,,5.698531333,,,1.26581884,,,0.530995923,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2004,May,2004,Aug,5.698531333,,,11.88914441,,,0.530995923,,,1.335338631,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2004,Aug,2004,Nov,11.88914441,,,10.40793394,,,1.335338631,,,1.592260599,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2004,Nov,2005,Feb,10.40793394,,,9.300684681,,,1.592260599,,,2.231431764,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2005,Feb,2005,May,9.300684681,,,14.92970261,,,2.231431764,,,1.486255327,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2005,May,2005,Aug,14.92970261,,,18.12575132,,,1.486255327,,,1.805113739,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2005,Aug,2005,Nov,18.12575132,,,19.26409868,,,1.805113739,,,2.051705272,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2005,Nov,2006,Feb,19.26409868,,,8.05310197,,,2.051705272,,,1.296175315,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2006,Feb,2006,May,8.05310197,,,14.61793759,,,1.296175315,,,1.862848753,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2006,May,2006,Aug,14.61793759,,,23.0533633,,,1.862848753,,,2.522750043,,,,,,,,,,,,,,
,360,Primo et al 2009,JD,0,0,0,0,0,0,0,0,0,1,335,µm,estuarine zooplankton,estuary,NA,NA,"Mondego estuary, Portugal",Yes,"Flood, Drought, Flood",Yes,"2003, 2005, 2006",Number of replicates = 3 months,0,1,0,0,0,Figure 3,N2,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19625,m^2,2006,Aug,2006,Nov,23.0533633,,,9.783619924,,,2.522750043,,,0.827173547,,,,,,,,,,,,,,
