"QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","rich_ROM_uw","rich_ROM_w","shan_ROM_uw","shan_ROM_w","rich_SMD_uw","rich_SMD_w","shan_SMD_uw","shan_SMD_w"
NA,53,"Kelmo et al. 2013","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"Foraminefera","coral reef",-12.6,-38,"Brazil","Yes","El Nino in 97-8 but no change in any other year",NA,NA,"Foraminefera",0,0,0,1,0,"Fig 2a ","Northern Bahia",900,"m^2",50,"cm^3","Uncertain","Could be either depending on when samples taken",NA,900,"m^2",5e-05,"m^3","Coral",40,NA,NA,NA,NA,NA,1995,"4",18.28571429,1.428571429,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03507903176304,NA,NA,NA,40,NA,NA,NA,NA,NA,2011,"4",6.514285714,1.6,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino",10.1192885125388,NA,NA,NA,16,-11.771428576,4.6008163277551,-1.215303587581,0.0592310175624204,-1.03212254767751,0.0664297698631643,-1.215303587581,0.0597010173242201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2009; 0 m; June",1,0,0,0,0,"Figure 6","0 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,2009,"1",0.67,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"1",0.94,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.27,NA,NA,NA,0.338602162879038,NA,NA,NA,-0.16,NA,NA,NA,-0.200670695462151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2009; 5 m; June",1,0,0,0,0,"Figure 6","5 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,2009,"1",0.92,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"1",0.98,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.0599999999999999,NA,NA,NA,0.0631789016215315,NA,NA,NA,-0.05,NA,NA,NA,-0.0565122102633423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2009; 10 m; June",1,0,0,0,0,"Figure 6","10 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,2009,"1",0.43,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"1",0.97,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.54,NA,NA,NA,0.81351086280982,NA,NA,NA,-0.07,NA,NA,NA,-0.083881483980702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2009; 15 m; June",1,0,0,0,0,"Figure 6","15 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,2009,"1",0.8,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"1",1.1,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.3,NA,NA,NA,0.318453731118535,NA,NA,NA,-0.02,NA,NA,NA,-0.0250013022054173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2009; 20 m; June",1,0,0,0,0,"Figure 6","20 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,2009,"1",0.56,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"1",1.2,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.64,NA,NA,NA,0.762140052046897,NA,NA,NA,0.09,NA,NA,NA,0.111917916203985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,1,0,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2011; 5 m; June",1,0,0,0,0,"Figure 6","5 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Fish",6,NA,NA,NA,NA,NA,2009,"6",0.95,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2010,"6",0.48,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,1,-0.47,NA,NA,NA,-0.68267588069265,NA,NA,NA,-0.18,NA,NA,NA,-0.297251523467932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,1,0,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2011; 10 m; June",1,0,0,0,0,"Figure 6","10 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Fish",6,NA,NA,NA,NA,NA,2009,"6",0.69,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2010,"6",1.2,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,1,0.51,NA,NA,NA,0.553385238184787,NA,NA,NA,0.0499999999999999,NA,NA,NA,0.0606246218164348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,1,0,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2011; 15 m; June",1,0,0,0,0,"Figure 6","15 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Fish",6,NA,NA,NA,NA,NA,2009,"6",1.2,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2010,"6",1,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,1,-0.2,NA,NA,NA,-0.182321556793955,NA,NA,NA,0.01,NA,NA,NA,0.0118344576470028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2010; 0 m; July",1,0,0,0,0,"Figure 6","0 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Plants",6,NA,NA,NA,NA,NA,2009,"8",1.08,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"8",1.3,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.22,NA,NA,NA,0.185403223331363,NA,NA,NA,0.05,NA,NA,NA,0.0645385211375712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2010; 5 m; July",1,0,0,0,0,"Figure 6","5 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Plants",6,NA,NA,NA,NA,NA,2009,"8",1.44,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"8",1.3,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,-0.14,NA,NA,NA,-0.102278849120418,NA,NA,NA,0.1,NA,NA,NA,0.117783035656383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2010; 10 m; July",1,0,0,0,0,"Figure 6","10 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Plants",6,NA,NA,NA,NA,NA,2009,"8",1.46,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"8",1.23,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,-0.23,NA,NA,NA,-0.171422266335919,NA,NA,NA,0.0900000000000001,NA,NA,NA,0.102947969252442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2010; 15 m; July",1,0,0,0,0,"Figure 6","15 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Plants",6,NA,NA,NA,NA,NA,2009,"8",1.39,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"8",1.24,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,-0.15,NA,NA,NA,-0.114192367525655,NA,NA,NA,0.0900000000000001,NA,NA,NA,0.102947969252442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,88,"WehKamp, 2013","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2010; 20 m; July",1,0,0,0,0,"Figure 6","20 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Plants",6,NA,NA,NA,NA,NA,2009,"8",1.6,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,"8",1.2,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,-0.4,NA,NA,NA,-0.287682072451781,NA,NA,NA,-0.1,NA,NA,NA,-0.117783035656383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0
NA,327,"Dupont, et al.2010","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small reef fish","rocky subtidal",27.63,-83,"Florida","Yes","Red Tide","Yes",NA,"LB; Spring 2005-2006",1,0,0,0,0,"Figure 5","LB",2,"km^2",1570,"m^3","Negative","",NA,2e+06,"m^2",1570,"m^3","Plants",10,NA,NA,NA,NA,NA,2005,"4",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2006,"1",24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAB",NA,NA,NA,NA,1,-19.1,NA,NA,NA,-0.569321830447599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
NA,327,"Dupont, et al.2010","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small reef fish","rocky subtidal",27.63,-83,"Florida","Yes","Red Tide","Yes",NA,"RM; Spring 2005-2006",1,0,0,0,0,"Figure 5","RM",2,"km^2",1570,"m^3","Negative","",NA,2e+06,"m^2",1570,"m^3","Plants",10,NA,NA,NA,NA,NA,2005,"4",30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2006,"1",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAB",NA,NA,NA,NA,1,-11.9,NA,NA,NA,-0.486317204737259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
NA,327,"Dupont, et al.2010","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small reef fish","rocky subtidal",27.63,-83,"Florida","Yes","Red Tide","Yes",NA,"Ref; Spring 2005-2006",1,0,0,0,0,"Figure 5","Ref",2,"km^2",1570,"m^3","Negative","",NA,2e+06,"m^2",1570,"m^3","Plants",10,NA,NA,NA,NA,NA,2005,"4",24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2006,"1",15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAB",NA,NA,NA,NA,1,-9.1,NA,NA,NA,-0.454857863437741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
NA,340,"Birchenough and Frid 2009","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs) ","subtidal mudflat",55.033,1.35,"United Kingdom","Yes","Stopped disposal of sewer sludge the year before the study",NA,NA,"Sites 5 and 7 were control, other two impacted",0,0,0,1,0,NA,"S 1",NA,NA,0.1,"m^2","Positive","",NA,NA,NA,0.1,"m^2","Coral",5,NA,465.9182183,NA,NA,NA,1999,"4",40.93333333,2.533333333,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66470554225411,NA,NA,NA,5,NA,"158.3242059",NA,NA,NA,2000,"4",30.93333333,1.866666667,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restoration",4.17399355874496,NA,NA,NA,1,-10,9.90222222177778,-1.81429835912077,0.564583926795415,-0.280110375947213,0.00747177758446956,-1.81429835912077,0.58979156130478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,340,"Birchenough and Frid 2009","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat",55.033,1.35,"United Kingdom","Yes","Stopped disposal of sewer sludge the year before the study",NA,NA,"Sites 5 and 7 were control, other two impacted",0,0,0,1,0,NA,"S 1",NA,NA,0.1,"m^2","Positive","",NA,NA,NA,0.1,"m^2","Coral",5,NA,465.9182183,NA,NA,NA,1999,"4",40.93333333,2.533333333,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66470554225411,NA,NA,NA,5,NA,"271.9605696",NA,NA,NA,2001,"3",46,0,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restoration",0,NA,NA,NA,2,5.06666667,6.41777777608889,1.14183943523922,0.465189864793372,0.116696669525596,0.00383027936597518,1.14183943523922,0.540240356348627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,340,"Birchenough and Frid 2009","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat",55.033,1.35,"United Kingdom","Yes","Stopped disposal of sewer sludge the year before the study",NA,NA,"Sites 5 and 7 were control, other two impacted",0,0,0,1,0,NA,"St 2",NA,NA,0.1,"m^2","Positive","",NA,NA,NA,0.1,"m^2","Coral",5,NA,405.2939029,NA,NA,NA,1999,"4",44.93333333,0.933333333,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08699677825445,NA,NA,NA,5,NA,"226.4877693",NA,NA,NA,2001,"3",38,0.533333333,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restoration",1.19256958725453,NA,NA,NA,2,-6.93333333,1.15555555457778,-3.68232153050858,1.07797459270235,-0.167593750009527,0.000628439453776663,-3.68232153050858,1.27601372695883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,340,"Birchenough and Frid 2009","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat",55.033,1.35,"United Kingdom","Yes","Stopped disposal of sewer sludge the year before the study",NA,NA,"Sites 5 and 7 were control, other two impacted",0,0,0,1,0,NA,"St 5",NA,NA,0.1,"m^2","Positive","",NA,NA,NA,0.1,"m^2","Coral",5,NA,255.3121577,NA,NA,NA,1999,"4",35.86666667,1.2,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68328157299975,NA,NA,NA,5,NA,"124.9908726",NA,NA,NA,2001,"3",21.86666667,0.4,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restoration",0.894427190999916,NA,NA,NA,2,-14,1.6,-6.31892333573487,2.39643960614474,-0.494844951718138,0.00145400976372573,-6.31892333573487,3.74246961636254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,340,"Birchenough and Frid 2009","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat",55.033,1.35,"United Kingdom","Yes","Stopped disposal of sewer sludge the year before the study",NA,NA,"Sites 5 and 7 were control, other two impacted",0,0,0,1,0,NA,"St 7",NA,NA,0.1,"m^2","Positive","",NA,NA,NA,0.1,"m^2","Coral",5,NA,241.6575392,NA,NA,NA,1999,"4",32.13333333,3.866666667,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64612951374454,NA,NA,NA,5,NA,"150.7301935",NA,NA,NA,2001,"3",26.93333333,0,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restoration",0,NA,NA,NA,2,-5.2,14.9511111136889,-0.767788585091969,0.429474965569876,-0.176529236109478,0.0144797782462334,-0.767788585091969,0.467482561104491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,478,"Barrett et al. 2007","ARW",0,0,0,1,0,0,0,0,0,0,NA,NA,"various fish","coastal shelf",-42.60565,148.044847,"Tasmania","Yes","MPA","Yes",NA,"Set up MPA in 1991, start sampling a year later; THIS IS RESERVE DATA",1,0,0,0,0,"Fig. 5","Maria Island National Park",7,"km",500,"m^2","Positive","",NA,7000,"m",500,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1992,"4",14.881,1.583,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.166,NA,NA,NA,4,NA,NA,NA,NA,NA,2002,"4",13.193,2.005,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",4.01,NA,NA,NA,10,-1.688,6.525914,-0.405854102112296,0.510294847012586,-0.120398845546274,0.0344123797195123,-0.405854102112296,0.513922535335574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,478,"Barrett et al. 2007","ARW",0,0,0,1,0,0,0,0,0,0,NA,NA,"various fish","coastal shelf",-41.872117,148.311936,"Tasmania","Yes","MPA","Yes",NA,"Set up MPA in 1991, start sampling a year later; THIS IS RESERVE DATA",1,0,0,0,0,"Fig. 12","Governor Island Marine Reserve",7,"km",500,"m^2","Positive","",NA,7000,"m",500,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1992,"9",8.63,3.355,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,NA,NA,NA,4,NA,NA,NA,NA,NA,1997,"9",7.083,2.571,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",5.142,NA,NA,NA,5,-1.547,17.866066,-0.224798814926373,0.503158406699519,-0.197546958323851,0.282890223682334,-0.224798814926373,0.506400491711309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,478,"Barrett et al. 2007","ARW",0,0,0,1,0,0,0,0,0,0,NA,NA,"various fish","coastal shelf",-43.058694,147.320933,"Tasmania","Yes","MPA","Yes",NA,"Set up MPA in 1991, start sampling a year later; THIS IS RESERVE DATA",1,0,0,0,0,"Fig. 9","Tinderbox Marine Reserve",7,"km",500,"m^2","Positive","",NA,7000,"m",500,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1992,"4",14.511,0.573,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.146,NA,NA,NA,4,NA,NA,NA,NA,NA,2002,"4",17.566,0.525,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",1.05,NA,NA,NA,10,3.055,0.603954,2.4145013598687,0.864363551050487,0.19105823298597,0.00245249535703371,2.4145013598687,0.872355317212791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0
NA,604,"Hidalgo and Escribano 2001

","TI",0,0,0,0,1,1,0,0,0,0,200,"mu m","pelagic copepods","coastal shelf",-23.35,-70.65,"Northern Chile","Yes","Post and pre El Nino","Yes",NA,"they used a  Nansen net equipped with a 200-<c2><b5>m mesh and
0.5 m",0,0,0,0,1,"Fig 3","Mejillones Chile",NA,NA,450,"m^2","Uncertain","Could be either depending on when samples taken",NA,NA,NA,450,"m^2","Plants",1,NA,NA,NA,NA,NA,1997,"1",11.04651788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1998,"1",11.15676257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Nino",NA,NA,NA,NA,1,0.11024469,NA,NA,NA,0.0099305682544833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
NA,693,"Bedford, et al., 2006","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"typical kelp forest fish assemblage","rocky subtidal",34.013056,-118.5425,"Southern California","Yes","Artificial rock reef built","Yes",NA,NA,1,0,0,0,0,"Table 2","Shallow",269,"ac",5.58,"ac","Positive","",NA,1088604.3776256,"m^2",22581.458836992,"m^2","Mixed inverts",1,NA,NA,NA,NA,NA,1989,"11",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1995,"11",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial Reef",NA,NA,NA,NA,6,2,NA,NA,NA,0.133531392624523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
NA,693,"Bedford, et al., 2006","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"typical kelp forest fish assemblage","rocky subtidal",34.013056,-118.5425,"Southern California","Yes","Artificial rock reef built","Yes",NA,NA,1,0,0,0,0,"Table 2","Mid",269,"ac",5.58,"ac","Positive","",NA,1088604.3776256,"m^2",22581.458836992,"m^2","Mixed inverts",1,NA,NA,NA,NA,NA,1989,"11",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1995,"11",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial Reef",NA,NA,NA,NA,6,10,NA,NA,NA,0.810930216216329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
NA,693,"Bedford, et al., 2006","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"typical kelp forest fish assemblage","rocky subtidal",34.013056,-118.5425,"Southern California","Yes","Artificial rock reef built","Yes",NA,NA,1,0,0,0,0,"Table 2","Deep",269,"ac",5.58,"ac","Positive","",NA,1088604.3776256,"m^2",22581.458836992,"m^2","Mixed inverts",1,NA,NA,NA,NA,NA,1989,"11",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1995,"11",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial Reef",NA,NA,NA,NA,6,7,NA,NA,NA,0.8754687373539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
